shot_noise,read_noise,uniform_noise,row_noise,row_noise_temp,periodic0,periodic1,periodic2
0.29876312216122947,0.21659348234534265,0.7083764751752217,0.48399345378081005,0.4867892861366272,0.45678778092066447,0.4911586453517278,0.4974517772595088
0.29978705445925397,0.21791727170348169,0.7089213689168294,0.48405188918113706,0.4869267612695694,0.4569602429866791,0.49128558735052746,0.4975905110438665
0.29996063659588496,0.21789437035719553,0.7083370288213094,0.48407330612341565,0.487048801779747,0.45703930656115216,0.4913927257061005,0.49758799374103546
0.2998304153482119,0.2180514544248581,0.7086171746253968,0.4841358949740728,0.48702170252799987,0.4569736659526825,0.49135938882827757,0.49757906297842663
0.30040591607491174,0.2187414179245631,0.7090665936470032,0.48429117997487386,0.48718685607115425,0.45710610747337344,0.49150630136330925,0.4977250317732493
0.2977211117744446,0.2156402272482713,0.7074998299280802,0.4841683705647786,0.4866257240374883,0.4566309611002604,0.4910640945037206,0.4972198436657588
0.29735347082217534,0.21494556814432145,0.7078039288520813,0.4841967751582464,0.4867126782735189,0.4566633701324463,0.4911467681328456,0.4973745346069336
0.2982962782184283,0.21580886567632357,0.7084420621395111,0.48416740298271177,0.486735533674558,0.45678108831246694,0.49124786257743835,0.497456623117129
0.29939673145612083,0.21744207615653674,0.7081264237562815,0.4841030647357305,0.48713207642237344,0.45697816809018454,0.49136915504932405,0.4975230028231939
0.29820136974255246,0.21598226800560952,0.708701636393865,0.484106183052063,0.4867968718210856,0.45671436985333763,0.49121557573477426,0.49743924935658773
0.29946693976720173,0.21764088695247968,0.709134437640508,0.48416263262430825,0.4872386246919632,0.45695467889308927,0.4914386530717214,0.4976980904738108
0.30001341104507445,0.21795576537648836,0.7087446987628937,0.4841376523176829,0.48715529243151345,0.4570531964302063,0.4913902183373769,0.4976302961508433
0.29938028007745743,0.2177121338744958,0.7080779552459717,0.4841077218453089,0.4871777425209681,0.45690624316533407,0.49130958517392476,0.49748589595158893
0.2996944213906924,0.2177531232436498,0.7083778043588003,0.4840464154879252,0.4869724820057551,0.4568850636482239,0.49126871426900226,0.49742871324221294
0.29948002298672993,0.21746346428990365,0.7084868709246318,0.48395671546459196,0.4870016276836395,0.4568243275086085,0.49126316606998444,0.4975105514129003
0.29966663668553034,0.21760275736451148,0.7082415322462717,0.48396393954753875,0.4870018601417542,0.4568431983391444,0.49122221767902374,0.49746053814888
0.30020966281493505,0.21805152893066407,0.7086186051368714,0.4841531405846278,0.4871916025876999,0.45703584055105845,0.49147122303644813,0.4976577083269755
0.30086339364449183,0.21895072758197784,0.7094424227873485,0.4842599997917811,0.48715281089146933,0.4571477750937144,0.49154531757036846,0.4977999875942866
0.3005945588151614,0.218799939006567,0.7094340026378632,0.4843354513247808,0.4870006183783213,0.4571265935897827,0.49146476785341897,0.4976833661397298
0.29982761790355045,0.21800350149472555,0.7088577330112458,0.4840813010931015,0.48689473370711006,0.4570015609264374,0.4912880301475525,0.4975756069024404
0.29966382185618085,0.21821489930152893,0.7087322453657786,0.4841778755187988,0.48707181215286255,0.45705918967723846,0.4913462569316228,0.4976154029369354
0.3001795396208763,0.2184232736627261,0.7084006865819296,0.4841325064500173,0.4871783087650935,0.45704398353894554,0.4913836568593979,0.4976005494594574
0.30015283624331157,0.21862331206599872,0.7091958463191986,0.484203565120697,0.4871028522650401,0.45711856583754223,0.491449381907781,0.497709713379542
0.3007321854432424,0.219437900185585,0.708086621761322,0.48420063555240633,0.4871759951114655,0.4571248253186544,0.4914198984702428,0.49754313627878827
0.2993962710102399,0.21787512327233952,0.708551428715388,0.4840981811285019,0.48702838718891145,0.4569122662146886,0.49129718939463296,0.49750886460145316
0.3000691125790278,0.2182869166135788,0.708995004494985,0.4841333677371343,0.48712607224782306,0.45704137682914736,0.4914338419834773,0.4976744681596756
0.29967183123032254,0.2179081027706464,0.7083949148654938,0.48419069151083627,0.4870393385489782,0.4569390038649241,0.49131288727124534,0.49747528235117594
0.3009393980105718,0.21865901003281277,0.7093853910764059,0.48419329226017,0.48698032399018604,0.45714911421140036,0.4914805014928182,0.49774843951066333
0.30009502718846004,0.21818114047249157,0.7091882387797038,0.4841075460116068,0.4870876620213191,0.45707533657550814,0.4914327005545298,0.49782521824042003
0.298935754597187,0.21708537017305693,0.708747919400533,0.4841997802257538,0.487016561627388,0.4568883756796519,0.4913045505682627,0.4975941002368927
0.2998359754681587,0.21824624141057333,0.7090082784493764,0.4841079473495483,0.48716304898262025,0.4569975088040034,0.49144236942132313,0.4977074275414149
0.299450121819973,0.21754304990172385,0.7085925459861755,0.48401938676834105,0.48697665333747864,0.4569279213746389,0.4912750989198685,0.49747322301069896
0.29973558386166893,0.21803045993049938,0.7092132449150086,0.4840061604976654,0.48699655532836916,0.4569503386815389,0.4913214405377706,0.4975837250550588
0.2988376090923945,0.2178823985159397,0.7088559091091156,0.4840607504049937,0.4870790779590607,0.45686824917793273,0.49126577079296113,0.497501277923584
0.2983103672663371,0.21701971739530562,0.7081483960151672,0.48408956130345665,0.4869368275006612,0.4567207316557566,0.49113997717698415,0.4973067750533422
0.2987244879206022,0.21734276836117108,0.7085700531800588,0.48406230807304385,0.4868833750486374,0.4567706416050593,0.4911268572012583,0.49744639297326404
0.2986150244871775,0.2173729454477628,0.7076635102430979,0.48406910002231596,0.486922158797582,0.4567931960026423,0.4910643766323725,0.4973665148019791
0.2989081452290217,0.21737032035986584,0.7070562680562337,0.48403602341810864,0.48697335720062257,0.4567533105611801,0.4910469055175781,0.4972412685553233
0.2981731340289116,0.21679399733742077,0.7081908047199249,0.4840645005305608,0.4869273354609807,0.4567073702812195,0.49116217692693076,0.4974029799302419
0.29869792560736336,0.21726046577095987,0.708051077524821,0.4840584973494212,0.48701303005218505,0.4567992975314458,0.4912476003170013,0.4974460264046987
0.29859079122543336,0.21691061332821845,0.7079563140869141,0.4840268075466156,0.4867859234412511,0.4567182888587316,0.4910841315984726,0.497308420141538
0.2987212205926577,0.21668926775455474,0.7085501849651337,0.4842015584309896,0.4869700759649277,0.4567704329888026,0.4912622392177582,0.4975345720847448
0.29889498502016065,0.2168382925291856,0.7089765707651774,0.4841983586549759,0.48687680761019386,0.4568541566530863,0.4912671675284704,0.4976502388715744
0.2996201564868291,0.21774958446621895,0.7093406796455384,0.48423455059528353,0.48706251482168833,0.45697505871454874,0.4914346843957901,0.4976793865362803
0.29867157886425655,0.21696029032270114,0.7091000060240428,0.4842722475528717,0.48694024085998533,0.4568299472332001,0.4913077622652054,0.49756230612595875
0.29998250206311544,0.21829008584221204,0.7093188246091207,0.48417787154515585,0.4871319095293681,0.45699041783809663,0.491417321562767,0.49771939814090727
0.2997170463204384,0.21820914844671885,0.7083323319753011,0.48423023223876954,0.4870867788791656,0.4569119572639465,0.4913561433553696,0.49743350545565285
0.30037843038638434,0.21861868997414907,0.7082483073075613,0.4841301610072454,0.4869030207395554,0.456914954384168,0.4912248839934667,0.49738913476467134
0.29998209277788795,0.21848447794715564,0.7089457929134368,0.48416492640972136,0.48710666994253793,0.45700310866038,0.49136026203632355,0.49762847324212395
0.2991927430033684,0.21774797787268957,0.7081935902436575,0.4841702957948049,0.48701230982939403,0.45689223607381185,0.4912227710088094,0.497448268532753
